text,label
"Tạo ra một cái nhìn giận dữ hơn trên khuôn mặt này
",6
"Biểu cảm này cần thêm một chút căng thẳng
",6
"Hãy làm đôi lông mày này trông nhíu lại sâu hơn
",6
"Thêm sự căm hờn vào ánh mắt này
",6
"Làm cho khuôn mặt này biểu lộ sự giận dữ rõ rệt hơn
",6
"Biểu cảm này cần thêm sự giận dữ cháy bỏng
",6
"Hãy làm đôi môi này trông như đang giận dữ
",6
"Tạo ra một cái nhìn căm hờn trên khuôn mặt này
",6
"Biểu cảm này cần thêm sự bất mãn
",6
"Làm cho khuôn mặt này biểu lộ sự căng thẳng và giận dữ
",6
"Thêm sự giận dữ vào ánh mắt này
",6
"Hãy làm khuôn mặt này trông như đang giữ một cơn thịnh nộ
",6
"Tạo ra một biểu cảm gay gắt và tức giận
",6
"Biểu cảm này cần thêm một chút sự căm phẫn
",6
"Hãy làm đôi lông mày này trông cau có hơn
",6
"Thêm sự giận dữ vào ánh mắt của khuôn mặt này
",6
"Làm cho khuôn mặt này trông dữ dằn hơn
",6
"Biểu cảm này cần thêm chút căng thẳng và giận dữ
",6
"Hãy làm đôi môi này trông sắc sảo và tức giận hơn
",6
"Tạo ra một biểu cảm sắc bén và giận dữ
",6
"Thêm sự căm phẫn vào ánh mắt này
",6
"Hãy làm khuôn mặt này toát lên sự giận dữ mạnh mẽ
",6
"Biểu cảm này cần thêm sự căng thẳng
",6
"Làm cho khuôn mặt này trông đầy sự tức giận
",6
"Thêm sự giận dữ vào đôi mắt này
",6
"Hãy làm ánh mắt này trông giận dữ và sắc bén hơn
",6
"Tạo ra một cái nhìn giận dữ trên khuôn mặt này
",6
"Biểu cảm này cần trở nên gay gắt hơn
",6
"Hãy làm đôi lông mày này nhíu lại nhiều hơn
",6
"Thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Hãy làm khuôn mặt này trông giận dữ hơn
",6
"Biểu cảm này cần có thêm sự phẫn nộ
",6
"Tạo ra một cái nhìn giận dữ hơn trên khuôn mặt này
",6
"Làm cho đôi môi này trông tức giận hơn
",6
"Thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Biểu cảm này cần thêm chút căng thẳng và giận dữ
",6
"Hãy làm khuôn mặt này toát lên sự giận dữ mạnh mẽ
",6
"Làm cho ánh mắt này trông sắc bén và tức giận hơn
",6
"Tạo ra một biểu cảm giận dữ và khó chịu
",6
"Hãy làm đôi lông mày này trông cau có hơn
",6
"Thêm sự giận dữ vào đôi mắt này
",6
"Biểu cảm này cần thêm một chút căm phẫn
",6
"Hãy làm khuôn mặt này trông dữ dằn hơn
",6
"Tạo ra một cái nhìn giận dữ trên khuôn mặt này
",6
"Làm cho đôi môi này trông sắc sảo và giận dữ hơn
",6
"Biểu cảm này cần thêm sự căng thẳng
",6
"Hãy làm khuôn mặt này toát lên sự giận dữ mạnh mẽ
",6
"Tạo ra một biểu cảm sắc bén và tức giận
",6
"Thêm sự giận dữ vào đôi mắt này
",6
"Biểu cảm này cần thêm một chút căng thẳng
",6
"Hãy làm đôi lông mày này trông cau có hơn
",6
"Thêm sự căm phẫn vào khuôn mặt này
",6
"Biểu cảm này cần trở nên gay gắt hơn
",6
"Hãy làm khuôn mặt này trông đầy sự tức giận
",6
"Tạo ra một cái nhìn giận dữ hơn trên khuôn mặt này
",6
"Làm cho đôi môi này trông sắc sảo và giận dữ hơn
",6
"Biểu cảm này cần thêm sự căng thẳng
",6
"Hãy làm khuôn mặt này toát lên sự giận dữ mạnh mẽ
",6
"Tạo ra một biểu cảm sắc bén và tức giận
",6
"Thêm sự giận dữ vào đôi mắt này
",6
"Biểu cảm này cần thêm một chút căng thẳng
",6
"Hãy làm đôi lông mày này nhíu lại sâu hơn
",6
"Thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Làm cho ánh mắt này trông giận dữ hơn nữa
",6
"Biểu cảm này cần trở nên căng thẳng hơn
",6
"Hãy làm khuôn mặt này toát lên sự giận dữ
",6
"Tạo ra một biểu cảm gay gắt và tức giận
",6
"Thêm sự phẫn nộ vào ánh mắt này
",6
"Biểu cảm này cần thêm chút căng thẳng và giận dữ
",6
"Hãy làm khuôn mặt này trông sắc bén và giận dữ
",6
"Tạo thêm sự căm hờn vào khuôn mặt này
",6
"Biểu cảm này cần thêm một chút sự phẫn nộ
",6
"Làm cho đôi lông mày này trông nhíu lại nhiều hơn
",6
"Hãy làm khuôn mặt này trông như đang giữ sự tức giận
",6
"Thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Biểu cảm này cần thêm sự giận dữ cháy bỏng
",6
"Hãy làm ánh mắt này trông giận dữ và sắc bén
",6
"Tạo ra một cái nhìn căm hờn trên khuôn mặt này
",6
"Biểu cảm này cần thêm một chút sự phẫn nộ
",6
"Làm cho khuôn mặt này biểu lộ sự giận dữ rõ rệt
",6
"Thêm sự giận dữ vào đôi môi này
",6
"Hãy làm khuôn mặt này trông đầy sự tức giận
",6
"Tạo ra một cái nhìn giận dữ hơn trên khuôn mặt này
",6
"Biểu cảm này cần thêm một chút căng thẳng
",6
"Hãy làm đôi lông mày này trông nhíu lại sâu hơn
",6
"Thêm sự căm hờn vào ánh mắt này
",6
"Làm cho khuôn mặt này biểu lộ sự giận dữ rõ rệt hơn
",6
"Biểu cảm này cần thêm sự giận dữ cháy bỏng
",6
"Hãy làm đôi môi này trông như đang giận dữ
",6
"Tạo ra một cái nhìn căm hờn trên khuôn mặt này
",6
"Biểu cảm này cần thêm sự bất mãn
",6
"Làm cho khuôn mặt này biểu lộ sự căng thẳng và giận dữ
",6
"Thêm sự giận dữ vào ánh mắt này
",6
"Hãy làm khuôn mặt này trông như đang giữ một cơn thịnh nộ
",6
"Tạo ra một biểu cảm gay gắt và tức giận
",6
"Biểu cảm này cần thêm một chút sự căm phẫn
",6
"Hãy làm đôi lông mày này trông cau có hơn
",6
"Thêm sự giận dữ vào ánh mắt của khuôn mặt này
",6
"Làm cho khuôn mặt này trông dữ dằn hơn
",6
"Biểu cảm này cần thêm chút căng thẳng và giận dữ
",6
"Hãy làm đôi môi này trông sắc sảo và tức giận hơn
",6
"Tạo ra một biểu cảm sắc bén và giận dữ
",6
"Thêm sự căm phẫn vào ánh mắt này
",6
"Hãy làm khuôn mặt này toát lên sự giận dữ mạnh mẽ
",6
"Biểu cảm này cần thêm sự căng thẳng
",6
"Làm cho khuôn mặt này trông đầy sự tức giận
",6
"Thêm sự giận dữ vào đôi mắt này
",6
"Hãy làm ánh mắt này trông giận dữ và sắc bén hơn
",6
"Tạo ra một cái nhìn giận dữ trên khuôn mặt này
",6
"Biểu cảm này cần trở nên gay gắt hơn
",6
"Hãy làm đôi lông mày này nhíu lại nhiều hơn
",6
"Thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Làm cho khuôn mặt này trông dữ dằn hơn
",6
"Biểu cảm này cần thêm chút căng thẳng và giận dữ
",6
"Hãy làm đôi môi này trông sắc sảo và tức giận hơn
",6
"Tạo ra một biểu cảm sắc bén và giận dữ
",6
"Thêm sự căm phẫn vào ánh mắt này
",6
"Hãy làm khuôn mặt này toát lên sự giận dữ mạnh mẽ
",6
"Biểu cảm này cần thêm sự căng thẳng
",6
"Làm cho khuôn mặt này trông đầy sự tức giận
",6
"Thêm sự giận dữ vào đôi mắt này
",6
"Hãy làm ánh mắt này trông giận dữ và sắc bén hơn
",6
"Tạo ra một cái nhìn giận dữ trên khuôn mặt này
",6
"Biểu cảm này cần trở nên gay gắt hơn
",6
"Hãy làm đôi lông mày này nhíu lại nhiều hơn
",6
"Thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Làm cho khuôn mặt này trông dữ dằn hơn
",6
"Biểu cảm này cần thêm chút căng thẳng và giận dữ
",6
"Hãy làm đôi môi này trông sắc sảo và tức giận hơn
",6
"Tạo ra một biểu cảm sắc bén và giận dữ hơn trên khuôn mặt này
",6
"Làm khuôn mặt này trở nên dữ dội hơn
",6
"Thêm cơn giận dữ vào biểu cảm này
",6
"Biểu cảm này cần phải trông giận dữ hơn
",6
"Hãy tăng cường sự giận dữ trên khuôn mặt này
",6
"Làm cho ánh mắt này trông đáng sợ hơn
",6
"Tạo ra một cái nhìn sắc bén và giận dữ
",6
"Biểu cảm này cần thêm sự gay gắt
",6
"Làm cho đôi lông mày này cau có sâu hơn
",6
"Thêm sự căm phẫn vào ánh mắt này
",6
"Hãy làm khuôn mặt này toát lên sự giận dữ
",6
"Tăng cường sự tức giận trong biểu cảm này
",6
"Biểu cảm này cần thêm sự căng thẳng
",6
"Hãy làm ánh mắt này trông như đang nổi giận
",6
"Làm cho khuôn mặt này trông căng thẳng hơn
",6
"Thêm sự giận dữ vào đôi môi này
",6
"Tạo ra một cái nhìn căm hờn trên khuôn mặt này
",6
"Biểu cảm này cần thêm sự phẫn nộ
",6
"Làm cho khuôn mặt này biểu lộ sự giận dữ rõ rệt hơn
",6
"Hãy làm đôi lông mày này trông sắc bén và giận dữ
",6
"Tăng thêm sự căm phẫn vào ánh mắt này
",6
"Biểu cảm này cần trở nên sắc sảo và giận dữ hơn
",6
"Hãy làm đôi mắt này trông như đang nổi giận
",6
"Tạo thêm sự tức giận vào khuôn mặt này
",6
"Làm cho biểu cảm này trở nên đáng sợ hơn
",6
"Biểu cảm này cần thêm sự gay gắt
",6
"Hãy làm ánh mắt này trông dữ tợn hơn
",6
"Làm cho khuôn mặt này trông căng thẳng hơn
",6
"Tăng thêm sự căm phẫn vào đôi mắt này
",6
"Biểu cảm này cần thêm sự căng thẳng
",6
"Hãy làm khuôn mặt này trông đầy sự tức giận
",6
"Tạo ra một cái nhìn giận dữ trên khuôn mặt này
",6
"Làm cho đôi lông mày này cau có hơn nữa
",6
"Biểu cảm này cần thêm sự phẫn nộ
",6
"Hãy làm khuôn mặt này trông sắc sảo hơn
",6
"Tăng cường sự giận dữ trong biểu cảm này
",6
"Làm cho ánh mắt này trông như đang nổi giận
",6
"Biểu cảm này cần thêm chút căng thẳng
",6
"Hãy làm đôi mắt này trông đáng sợ hơn
",6
"Tăng thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Làm cho khuôn mặt này trông giận dữ hơn
",6
"Biểu cảm này cần thêm sự gay gắt
",6
"Hãy làm khuôn mặt này trông như đang nổi giận
",6
"Tăng thêm sự căm phẫn vào ánh mắt này
",6
"Làm cho đôi lông mày này trông nhíu lại sâu hơn
",6
"Biểu cảm này cần thêm sự phẫn nộ
",6
"Hãy làm ánh mắt này trông sắc sảo hơn
",6
"Tăng cường sự giận dữ trên khuôn mặt này
",6
"Biểu cảm này cần thêm chút căng thẳng
",6
"Làm cho khuôn mặt này trông đầy sự tức giận
",6
"Hãy làm đôi môi này trông sắc sảo hơn
",6
"Tăng thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Làm cho khuôn mặt này trông dữ dằn hơn
",6
"Biểu cảm này cần thêm sự gay gắt
",6
"Hãy làm ánh mắt này trông như đang nổi giận
",6
"Tăng cường sự giận dữ trong biểu cảm này
",6
"Làm cho khuôn mặt này trông sắc bén và giận dữ hơn
",6
"Biểu cảm này cần thêm sự căng thẳng
",6
"Hãy làm đôi lông mày này cau có hơn nữa
",6
"Thêm sự giận dữ vào ánh mắt này
",6
"Làm cho khuôn mặt này trông đầy sự tức giận
",6
"Biểu cảm này cần thêm sự căm phẫn
",6
"Hãy làm đôi môi này trông sắc sảo và giận dữ
",6
"Tăng thêm sự căm hờn vào ánh mắt của khuôn mặt này
",6
"Làm cho khuôn mặt này trông dữ dằn hơn
",6
"Biểu cảm này cần thêm chút căng thẳng
",6
"Hãy làm ánh mắt này trông sắc bén hơn
",6
"Tăng thêm sự phẫn nộ vào biểu cảm này
",6
"Làm cho khuôn mặt này trông như đang giữ cơn thịnh nộ
",6
"Biểu cảm này cần thêm sự gay gắt
",6
"Hãy làm đôi lông mày này nhíu lại sâu hơn
",6
"Thêm sự giận dữ vào ánh mắt này
",6
"Làm cho khuôn mặt này trông căng thẳng hơn
",6
"Biểu cảm này cần thêm chút căng thẳng
",6
"Hãy làm khuôn mặt này trông như đang nổi giận
",6
"Tăng cường sự giận dữ trong ánh mắt của khuôn mặt này
",6
"Làm cho đôi lông mày này trông sắc bén hơn
",6
"Biểu cảm này cần thêm sự phẫn nộ
",6
"Hãy làm đôi môi này trông sắc sảo và giận dữ
",6
"Tăng thêm sự căm phẫn vào biểu cảm này
",6
"Làm cho khuôn mặt này trông dữ dằn hơn
",6
"Biểu cảm này cần thêm sự gay gắt
",6
"Hãy làm ánh mắt này trông đáng sợ hơn
",6
"Tăng cường sự giận dữ trong biểu cảm này
",6
"Làm cho khuôn mặt này trông sắc bén và giận dữ hơn
",6
"Biểu cảm này cần thêm chút căng thẳng
",6
"Hãy làm đôi lông mày này cau có hơn
",6
"Thêm sự giận dữ vào ánh mắt này
",6
"Làm cho khuôn mặt này trông đầy sự tức giận
",6
"Biểu cảm này cần thêm sự phẫn nộ
",6
"Hãy làm đôi môi này trông sắc sảo và giận dữ hơn
",6
"Tăng thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Làm cho khuôn mặt này trông dữ dằn hơn
",6
"Biểu cảm này cần thêm sự gay gắt
",6
"Hãy làm ánh mắt này trông như đang nổi giận
",6
"Tăng cường sự giận dữ trong biểu cảm này
",6
"Làm cho khuôn mặt này trông sắc bén và giận dữ hơn
",6
"Biểu cảm này cần thêm sự căng thẳng
",6
"Hãy làm đôi lông mày này cau có hơn
",6
"Thêm sự giận dữ vào ánh mắt này
",6
"Làm cho khuôn mặt này trông đầy sự tức giận
",6
"Biểu cảm này cần thêm sự căm phẫn
",6
"Hãy làm đôi môi này trông sắc sảo và giận dữ hơn
",6
"Tăng thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Làm cho khuôn mặt này trông dữ dằn hơn
",6
"Biểu cảm này cần thêm sự gay gắt
",6
"Hãy làm ánh mắt này trông như đang giữ một cơn thịnh nộ
",6
"Tăng cường sự giận dữ trong biểu cảm này
",6
"Làm cho khuôn mặt này trông sắc bén và giận dữ hơn
",6
"Biểu cảm này cần thêm sự căng thẳng
",6
"Hãy làm đôi lông mày này cau có hơn
",6
"Thêm sự giận dữ vào ánh mắt này
",6
"Làm cho khuôn mặt này trông đầy sự tức giận
",6
"Biểu cảm này cần thêm sự căm phẫn
",6
"Hãy làm đôi môi này trông sắc sảo và giận dữ hơn
",6
"Tăng thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Làm cho khuôn mặt này trông dữ dằn hơn
",6
"Biểu cảm này cần thêm sự gay gắt
",6
"Hãy làm ánh mắt này trông như đang nổi giận
",6
"Tăng cường sự giận dữ trong biểu cảm này
",6
"Làm cho khuôn mặt này trông sắc bén và giận dữ hơn
",6
"Biểu cảm này cần thêm sự căng thẳng
",6
"Hãy làm đôi lông mày này cau có hơn
",6
"Thêm sự giận dữ vào ánh mắt này
",6
"Làm cho khuôn mặt này trông đầy sự tức giận
",6
"Biểu cảm này cần thêm sự căm phẫn
",6
"Hãy làm đôi môi này trông sắc sảo và giận dữ hơn
",6
"Tăng thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Làm cho khuôn mặt này trông dữ dằn hơn
",6
"Biểu cảm này cần thêm sự gay gắt
",6
"Hãy làm ánh mắt này trông như đang nổi giận
",6
"Tăng cường sự giận dữ trong biểu cảm này
",6
"Làm cho khuôn mặt này trông sắc bén và giận dữ hơn
",6
"Biểu cảm này cần thêm sự căng thẳng
",6
"Hãy làm đôi lông mày này cau có hơn
",6
"Thêm sự giận dữ vào ánh mắt này
",6
"Làm cho khuôn mặt này trông đầy sự tức giận
",6
"Biểu cảm này cần thêm sự căm phẫn
",6
"Hãy làm đôi môi này trông sắc sảo và giận dữ hơn
",6
"Tăng thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Làm cho khuôn mặt này trông dữ dằn hơn
",6
"Biểu cảm này cần thêm sự gay gắt
",6
"Hãy làm ánh mắt này trông như đang nổi giận
",6
"Tăng cường sự giận dữ trong biểu cảm này
",6
"Làm cho khuôn mặt này trông sắc bén và giận dữ hơn
",6
"Biểu cảm này cần thêm sự căng thẳng
",6
"Hãy làm đôi lông mày này cau có hơn
",6
"Thêm sự giận dữ vào ánh mắt này
",6
"Làm cho khuôn mặt này trông đầy sự tức giận
",6
"Biểu cảm này cần thêm sự căm phẫn
",6
"Hãy làm đôi môi này trông sắc sảo và giận dữ hơn
",6
"Tăng thêm sự căm phẫn vào ánh mắt của khuôn mặt này
",6
"Làm cho khuôn mặt này trông dữ dằn hơn
",6
"Biểu cảm này cần thêm sự gay gắt
",6
"Hãy làm ánh mắt này trông như đang nổi giận
",6
"Tăng cường sự giận dữ trong biểu cảm này
",6
